cliente_id,tenure_meses,plano,mensalidade,contrato,usuarios_ativos,logins_30d,features_usadas,tickets_suporte,nps,atraso_pagamento_dias,desconto_ativo,integracoes_ativas,churn
C01783,59,Basic,48.55,Mensal,4,10,15,2,10,1.8,0,1,0
C01784,8,Pro,150.88,Mensal,7,8,13,1,6,3.5,0,4,1
C01785,34,Pro,153.94,Mensal,14,9,8,3,2,0.5,0,1,0
C01786,35,Basic,48.17,Anual,2,14,16,1,5,0.8,0,3,0
C01787,24,Basic,49.09,Anual,3,19,3,1,3,0.1,0,4,0
C01788,35,Basic,46.32,Anual,4,19,2,4,10,2.7,0,1,0
C01789,13,Enterprise,465.45,Mensal,87,9,13,3,10,0.7,0,3,0
C01790,7,Basic,45.33,Anual,1,16,9,4,6,2.5,1,5,0
C01791,9,Basic,50.59,Mensal,1,6,16,1,3,3.0,0,2,0
C01792,15,Pro,146.48,Mensal,24,9,13,2,1,1.2,0,0,0
C01793,24,Pro,135.06,Mensal,18,7,15,4,9,5.2,1,1,1
C01794,7,Basic,48.85,Anual,3,17,6,2,0,1.2,0,3,0
C01795,11,Pro,139.7,Bienal,12,15,5,0,3,0.3,0,1,0
C01796,8,Basic,53.07,Mensal,3,7,5,0,6,0.1,0,6,0
C01797,27,Pro,144.69,Anual,9,11,13,2,2,4.1,0,5,0
C01798,47,Basic,50.67,Mensal,3,11,13,1,7,0.4,0,4,0
C01799,6,Basic,51.67,Mensal,1,9,19,0,2,1.1,0,3,0
C01800,21,Pro,141.89,Anual,12,21,5,2,9,3.3,0,6,0
C01801,30,Basic,49.19,Anual,2,9,2,1,0,1.1,0,5,0
C01802,12,Basic,50.36,Anual,1,11,19,5,3,0.7,0,5,0
C01803,4,Basic,49.28,Anual,2,12,10,5,4,3.3,0,3,0
C01804,32,Pro,151.69,Mensal,9,7,7,4,10,8.1,0,0,1
C01805,4,Pro,139.09,Bienal,13,19,6,2,7,1.0,0,0,0
C01806,39,Pro,153.13,Bienal,15,16,17,1,10,1.9,0,5,0
C01807,8,Enterprise,486.87,Mensal,136,4,16,1,5,2.9,0,6,0
C01808,3,Enterprise,507.72,Mensal,89,6,4,0,10,2.0,0,0,0
C01809,10,Basic,51.25,Mensal,3,6,7,3,4,1.9,0,0,0
C01810,14,Basic,50.64,Anual,3,7,17,3,0,0.4,0,1,0
C01811,16,Pro,151.6,Bienal,20,15,14,2,2,0.0,0,2,0
C01812,22,Enterprise,515.02,Anual,94,17,16,3,4,1.7,1,1,0
C01813,17,Enterprise,516.18,Mensal,89,6,4,1,7,2.9,1,4,1
C01814,45,Pro,160.14,Mensal,19,8,12,1,2,0.5,0,7,0
C01815,13,Basic,48.92,Mensal,1,4,2,4,2,0.7,1,5,1
C01816,18,Enterprise,503.09,Mensal,146,6,9,2,7,1.6,0,2,0
C01817,17,Enterprise,522.26,Mensal,130,13,2,1,0,0.8,1,3,0
C01818,3,Pro,145.35,Mensal,16,5,6,4,9,2.2,0,7,1
C01819,5,Pro,139.05,Mensal,6,10,5,4,10,0.1,0,6,0
C01820,15,Pro,152.67,Mensal,22,10,4,1,8,0.7,0,1,0
C01821,20,Enterprise,493.86,Anual,57,18,17,2,10,1.7,0,3,0
C01822,2,Basic,46.04,Mensal,3,4,8,0,1,2.8,0,0,0
C01823,46,Pro,152.73,Mensal,7,6,3,1,2,4.3,0,6,0
C01824,21,Basic,52.51,Mensal,5,12,19,1,9,1.1,1,5,0
C01825,14,Basic,45.01,Bienal,1,11,1,3,2,4.0,1,1,0
C01826,20,Basic,51.5,Anual,3,15,3,2,7,1.2,0,5,0
C01827,9,Basic,42.78,Anual,1,19,17,0,6,8.0,0,3,0
C01828,16,Basic,48.02,Anual,2,17,9,2,3,2.4,0,6,0
C01829,18,Enterprise,544.92,Anual,66,13,8,2,4,2.6,0,0,0
C01830,33,Pro,146.55,Anual,21,10,6,1,4,0.6,0,3,0
C01831,12,Pro,149.67,Mensal,12,1,12,2,9,3.8,0,4,0
C01832,4,Basic,50.87,Mensal,4,6,7,2,5,8.3,0,0,1
C01833,7,Basic,44.79,Mensal,1,6,2,1,4,1.8,0,3,1
C01834,12,Pro,149.54,Mensal,13,6,19,2,7,1.2,0,5,0
C01835,4,Pro,149.48,Mensal,13,12,18,0,1,0.2,0,5,0
C01836,6,Basic,53.56,Mensal,3,9,4,0,3,1.7,1,0,0
C01837,7,Pro,139.79,Mensal,17,9,10,0,6,1.0,1,5,0
C01838,11,Pro,146.16,Mensal,19,10,9,2,6,4.5,1,5,0
C01839,20,Pro,142.08,Mensal,16,14,2,2,1,2.2,0,3,0
C01840,11,Enterprise,473.19,Mensal,101,4,8,3,3,1.7,1,6,1
C01841,21,Pro,157.4,Mensal,9,5,13,2,4,2.9,0,4,0
C01842,14,Pro,149.2,Mensal,17,4,2,1,0,2.0,0,7,1
C01843,6,Basic,47.64,Anual,4,18,7,0,6,0.1,0,5,0
C01844,18,Basic,47.73,Mensal,1,8,5,2,9,0.7,0,7,0
C01845,16,Basic,47.62,Mensal,3,7,7,2,10,0.7,0,6,0
C01846,22,Pro,145.47,Mensal,19,12,12,0,7,4.3,1,2,0
C01847,25,Pro,139.58,Mensal,23,12,8,0,3,2.7,0,0,0
C01848,33,Basic,48.37,Mensal,3,6,15,3,7,5.0,0,5,1
C01849,21,Pro,146.32,Mensal,15,12,10,0,7,1.6,0,4,0
C01850,16,Basic,47.14,Mensal,3,7,14,2,0,2.2,1,7,0
C01851,22,Basic,49.38,Bienal,2,10,12,2,0,0.2,0,7,0
C01852,10,Enterprise,504.99,Anual,67,15,16,3,10,3.7,0,0,0
C01853,9,Basic,47.64,Mensal,1,8,3,2,9,2.5,1,2,1
C01854,36,Basic,48.65,Mensal,4,10,19,3,4,6.8,0,4,0
C01855,9,Basic,54.29,Anual,3,16,15,2,3,0.5,0,5,0
C01856,7,Basic,54.2,Mensal,1,10,4,3,1,2.6,1,3,0
C01857,21,Pro,141.15,Bienal,16,20,1,4,2,1.8,1,2,0
C01858,10,Enterprise,476.18,Mensal,117,3,1,2,1,2.7,0,3,1
C01859,25,Pro,141.11,Mensal,20,4,14,2,1,1.0,1,6,1
C01860,32,Pro,156.88,Mensal,9,11,9,1,9,0.3,0,7,0
C01861,8,Basic,48.02,Bienal,1,19,4,2,8,0.6,0,5,0
C01862,23,Pro,150.79,Bienal,17,10,7,1,8,4.6,0,1,0
C01863,9,Basic,53.89,Anual,1,18,9,4,0,5.3,0,7,0
C01864,12,Basic,48.97,Mensal,3,4,1,0,4,0.4,0,4,0
C01865,18,Pro,154.26,Anual,20,23,11,3,6,3.7,0,5,0
C01866,9,Basic,50.28,Mensal,4,4,1,0,6,1.1,0,5,0
C01867,17,Basic,47.56,Mensal,5,8,13,2,3,0.5,0,3,0
C01868,13,Basic,51.59,Anual,4,18,2,2,4,4.6,0,4,0
C01869,25,Pro,142.67,Bienal,25,21,16,2,7,2.6,0,4,1
C01870,25,Basic,52.28,Mensal,4,9,5,2,9,3.2,1,1,0
C01871,9,Basic,47.56,Mensal,4,6,10,1,10,1.0,1,6,0
C01872,18,Pro,145.44,Mensal,14,6,8,2,7,2.4,1,2,0
C01873,28,Basic,46.33,Mensal,1,9,17,1,3,1.1,0,5,0
C01874,6,Enterprise,475.94,Mensal,159,13,16,2,9,6.2,0,0,0
C01875,13,Basic,47.95,Anual,3,11,19,1,6,1.7,0,0,0
C01876,18,Pro,130.89,Mensal,22,5,14,3,8,0.2,1,2,0
C01877,6,Enterprise,493.18,Anual,62,11,19,1,4,0.2,1,2,0
C01878,10,Basic,47.76,Mensal,4,7,5,3,6,0.3,0,0,1
C01879,41,Pro,154.89,Mensal,1,6,7,2,5,2.3,1,5,0
C01880,9,Basic,50.04,Mensal,2,5,16,0,8,0.8,0,0,0
C01881,10,Pro,143.73,Mensal,14,8,1,4,0,1.2,0,0,1
C01882,21,Enterprise,487.56,Mensal,94,12,4,4,5,1.9,0,4,0
C01883,5,Pro,147.25,Anual,21,22,14,2,2,1.3,0,5,0
C01884,13,Enterprise,536.07,Bienal,44,16,8,3,1,3.2,0,5,0
C01885,7,Pro,142.87,Mensal,18,8,5,1,8,4.6,0,6,0
C01886,17,Pro,143.64,Mensal,22,9,6,3,5,4.4,0,6,0
C01887,1,Basic,46.23,Bienal,5,15,15,1,3,3.6,0,2,0
C01888,15,Pro,137.96,Mensal,19,7,10,2,7,2.6,0,5,1
C01889,18,Pro,151.29,Anual,12,12,1,2,0,4.0,1,1,0
C01890,10,Pro,150.51,Bienal,7,12,10,2,10,1.5,1,6,0
C01891,11,Basic,52.14,Anual,5,14,15,2,3,1.2,0,6,0
C01892,9,Basic,51.55,Mensal,3,12,4,0,1,2.6,0,4,0
C01893,13,Pro,166.86,Anual,14,12,2,6,7,6.7,0,3,0
C01894,37,Enterprise,497.16,Mensal,28,6,12,4,9,3.4,0,4,1
C01895,26,Basic,48.36,Mensal,1,12,17,1,10,3.3,0,6,0
C01896,13,Basic,45.81,Bienal,3,15,2,1,8,1.6,0,7,0
C01897,10,Basic,50.71,Mensal,3,10,13,4,9,1.1,0,0,1
C01898,24,Basic,49.29,Anual,1,17,15,2,3,0.8,0,4,0
C01899,16,Enterprise,515.25,Mensal,100,14,4,2,8,0.2,1,1,0
C01900,6,Basic,46.21,Mensal,1,8,5,3,0,0.8,0,0,0
C01901,12,Basic,49.86,Anual,4,18,10,2,10,0.2,1,0,0
C01902,34,Basic,49.5,Anual,3,21,12,0,8,0.2,0,0,0
C01903,20,Basic,49.34,Mensal,2,6,10,0,7,0.5,0,3,1
C01904,10,Enterprise,481.95,Anual,111,14,4,5,10,2.4,0,6,0
C01905,4,Basic,51.91,Mensal,3,10,17,2,5,4.0,0,7,1
C01906,17,Basic,54.02,Bienal,4,13,8,3,3,7.7,0,6,0
C01907,14,Basic,46.28,Anual,3,16,11,0,5,0.1,0,5,0
C01908,12,Enterprise,516.98,Anual,84,15,11,2,0,1.7,0,4,0
C01909,24,Enterprise,427.2,Mensal,70,11,11,2,10,0.4,0,0,0
C01910,20,Basic,50.64,Mensal,3,9,6,1,5,2.2,0,6,0
C01911,4,Pro,135.07,Bienal,25,15,7,3,0,1.1,0,0,0
C01912,14,Basic,47.71,Mensal,2,11,3,1,6,4.0,0,6,0
C01913,5,Pro,139.22,Mensal,18,5,14,1,5,0.1,0,5,1
C01914,10,Basic,48.47,Anual,1,19,6,5,10,5.7,0,2,0
C01915,4,Pro,155.25,Anual,2,16,1,2,8,3.9,0,0,0
C01916,4,Enterprise,452.66,Anual,86,16,1,3,3,2.1,1,7,0
C01917,18,Basic,48.12,Anual,3,19,19,2,0,0.2,0,1,0
C01918,17,Basic,47.74,Bienal,2,14,9,3,4,4.0,1,4,0
C01919,14,Basic,52.87,Mensal,1,8,12,4,9,1.1,0,5,0
C01920,9,Basic,50.06,Anual,3,16,11,3,7,2.0,1,3,0
C01921,4,Basic,46.12,Anual,3,11,17,3,9,4.6,0,1,1
C01922,10,Basic,47.85,Anual,1,23,17,1,9,5.1,1,3,0
C01923,17,Enterprise,537.82,Mensal,36,7,15,4,5,0.6,1,3,1
C01924,17,Basic,50.75,Mensal,2,8,19,2,8,5.7,0,3,0
C01925,34,Pro,142.16,Mensal,18,8,5,2,9,1.1,0,3,0
C01926,31,Basic,48.35,Anual,3,22,9,2,1,0.2,0,0,0
C01927,14,Basic,48.42,Mensal,1,7,6,0,1,0.7,0,2,0
C01928,10,Basic,47.68,Anual,3,8,16,2,2,6.3,0,2,0
C01929,7,Enterprise,456.33,Anual,108,18,6,0,10,0.7,0,2,0
C01930,3,Basic,47.34,Mensal,1,8,16,2,9,1.9,0,0,0
C01931,5,Basic,52.4,Anual,3,14,5,0,0,1.2,0,3,0
C01932,17,Pro,146.16,Mensal,23,6,14,0,10,4.2,0,7,0
C01933,21,Pro,148.23,Mensal,7,5,1,2,0,1.4,0,1,1
C01934,11,Pro,150.05,Mensal,21,7,15,1,8,1.3,0,5,0
C01935,58,Basic,54.43,Mensal,4,4,16,4,5,5.0,0,7,0
C01936,5,Basic,49.02,Anual,2,10,11,2,7,3.5,0,7,0
C01937,3,Pro,157.15,Mensal,12,7,11,0,8,0.3,1,2,0
C01938,57,Pro,144.54,Mensal,21,6,9,6,9,2.6,0,1,0
C01939,4,Pro,147.07,Mensal,13,6,12,6,7,1.0,1,5,0
C01940,11,Basic,49.03,Anual,1,12,11,0,5,0.2,0,2,0
C01941,8,Basic,47.1,Mensal,2,11,10,1,6,1.2,0,2,1
C01942,18,Enterprise,493.92,Mensal,95,15,10,0,10,1.5,0,5,1
C01943,10,Pro,155.62,Bienal,19,19,3,2,8,0.8,0,2,0
C01944,21,Basic,47.04,Mensal,1,14,9,0,6,0.2,1,4,1
C01945,25,Enterprise,499.0,Mensal,71,6,9,5,6,1.6,0,3,0
C01946,3,Pro,154.28,Mensal,20,9,18,3,3,1.2,1,6,0
C01947,7,Basic,46.98,Anual,2,25,6,4,9,0.2,1,5,0
C01948,23,Basic,51.68,Anual,1,9,19,3,7,1.8,0,2,0
C01949,28,Pro,149.54,Mensal,22,12,17,2,1,4.7,0,0,0
C01950,16,Basic,48.6,Anual,2,15,15,1,8,5.5,0,1,0
C01951,19,Pro,134.04,Anual,21,18,14,3,10,0.4,0,1,0
C01952,35,Pro,146.22,Anual,6,12,7,0,7,1.6,0,6,0
C01953,10,Basic,49.91,Bienal,2,15,4,0,9,0.4,0,6,0
C01954,15,Enterprise,542.55,Anual,96,17,16,2,8,3.4,1,0,0
C01955,31,Basic,50.39,Mensal,2,11,14,0,9,0.0,1,2,0
C01956,32,Basic,51.76,Mensal,1,9,16,0,6,1.3,1,1,0
C01957,13,Pro,139.99,Bienal,1,10,11,3,3,0.6,0,6,0
C01958,7,Pro,148.06,Mensal,24,8,18,2,5,1.0,1,5,1
C01959,13,Basic,51.99,Mensal,3,7,2,1,10,2.6,0,1,0
C01960,14,Pro,142.39,Bienal,22,13,3,3,7,0.2,0,5,0
C01961,7,Enterprise,523.08,Anual,109,14,2,2,1,0.7,0,6,0
C01962,8,Pro,154.46,Anual,18,17,7,2,4,1.9,0,0,0
C01963,32,Pro,151.05,Anual,13,19,3,3,0,0.3,0,4,0
C01964,19,Basic,48.19,Mensal,3,11,1,4,9,3.6,0,4,0
C01965,11,Basic,46.58,Anual,4,16,16,2,4,1.9,1,1,1
C01966,5,Pro,162.23,Bienal,15,13,3,0,0,0.5,1,7,0
C01967,8,Basic,50.55,Mensal,5,10,16,1,10,0.3,0,0,0
C01968,3,Pro,151.54,Mensal,6,9,13,1,9,0.9,0,3,0
C01969,16,Basic,47.99,Anual,1,17,12,2,10,1.5,0,7,0
C01970,8,Basic,49.09,Mensal,4,9,3,2,3,0.5,0,2,0
C01971,17,Basic,49.4,Mensal,2,4,1,1,5,1.0,1,2,1
C01972,23,Basic,49.98,Mensal,5,8,3,4,5,6.2,1,5,1
C01973,17,Basic,50.8,Mensal,4,6,7,4,8,0.1,1,1,0
C01974,10,Pro,143.17,Mensal,24,15,19,0,9,0.4,0,4,0
C01975,7,Pro,138.07,Anual,20,16,8,5,5,0.8,0,1,0
C01976,5,Basic,49.21,Anual,1,10,5,1,5,0.7,0,0,0
C01977,30,Basic,44.72,Anual,1,16,6,0,1,0.5,0,2,0
C01978,16,Pro,146.59,Mensal,23,9,7,2,2,0.6,0,1,0
C01979,10,Basic,47.75,Mensal,1,8,12,2,7,4.1,0,4,0
C01980,21,Basic,50.2,Mensal,4,3,16,2,4,3.2,1,3,0
C01981,27,Basic,53.86,Anual,3,10,2,2,1,0.7,0,3,1
C01982,8,Pro,134.51,Bienal,14,15,15,0,1,1.1,1,7,0
C01983,16,Pro,165.94,Mensal,17,7,1,2,7,2.6,0,6,0
C01984,16,Pro,147.26,Bienal,17,21,7,3,9,0.5,1,3,0
C01985,34,Enterprise,507.68,Mensal,73,6,12,2,2,0.8,1,1,0
C01986,10,Pro,138.46,Mensal,23,9,2,2,5,1.5,0,1,1
C01987,6,Basic,51.44,Anual,4,15,6,5,2,0.3,0,5,0
C01988,17,Basic,49.1,Mensal,3,9,13,1,8,0.5,1,6,0
C01989,22,Basic,48.85,Bienal,2,16,14,0,7,2.1,0,7,0
C01990,15,Basic,44.25,Mensal,4,12,2,3,3,1.3,0,7,0
C01991,36,Pro,149.55,Anual,2,14,15,3,5,1.0,0,0,0
C01992,10,Basic,51.07,Mensal,3,4,8,1,5,3.2,0,6,0
C01993,15,Basic,48.42,Mensal,3,8,12,4,9,0.9,0,6,0
C01994,4,Basic,51.88,Mensal,2,5,5,2,5,1.6,0,1,0
C01995,6,Pro,157.44,Bienal,20,16,19,0,7,6.0,0,2,0
C01996,8,Pro,144.22,Mensal,14,5,15,0,5,1.8,1,7,1
C01997,12,Enterprise,538.8,Anual,62,23,13,6,3,0.9,0,3,0
C01998,4,Basic,49.11,Mensal,4,3,4,0,6,0.2,0,5,1
C01999,20,Basic,49.12,Mensal,1,7,15,1,8,1.1,1,0,0
C02000,7,Enterprise,501.47,Mensal,107,2,8,0,10,0.6,1,5,0
C02001,51,Pro,149.52,Anual,3,14,13,4,0,1.2,0,2,0
C02002,7,Pro,129.41,Mensal,16,7,13,5,10,0.6,0,6,0
C02003,14,Basic,48.55,Mensal,3,7,16,5,8,0.1,0,0,0
C02004,13,Basic,45.66,Anual,2,12,16,0,3,0.3,1,7,0
C02005,6,Pro,161.12,Mensal,17,12,8,2,4,0.0,1,1,0
C02006,12,Pro,160.82,Mensal,14,13,2,0,7,0.2,0,3,0
C02007,12,Pro,155.35,Mensal,21,4,9,2,3,1.1,0,0,1
C02008,25,Basic,48.42,Mensal,3,3,8,2,3,5.6,0,0,0
C02009,18,Basic,46.53,Anual,3,19,7,1,5,2.1,1,7,0
C02010,20,Basic,47.39,Mensal,3,12,10,3,7,0.1,0,5,0
C02011,24,Pro,163.47,Anual,12,20,11,3,9,0.8,1,7,0
C02012,20,Basic,47.3,Mensal,2,9,12,2,9,4.4,1,6,0
C02013,16,Basic,43.23,Bienal,3,13,8,4,2,0.6,0,5,0
C02014,8,Basic,51.52,Bienal,2,13,12,2,2,1.2,0,5,0
C02015,15,Enterprise,536.44,Mensal,115,9,19,4,10,3.6,0,2,1
C02016,7,Basic,53.07,Mensal,3,9,13,0,10,1.1,1,5,1
C02017,12,Basic,51.54,Mensal,3,10,12,1,6,0.1,0,7,0
C02018,11,Pro,157.95,Anual,6,18,6,2,7,0.8,1,1,1
C02019,12,Pro,149.39,Mensal,20,12,7,0,2,5.1,1,7,0
C02020,4,Pro,133.53,Anual,11,6,1,2,6,12.8,0,4,0
C02021,1,Pro,149.21,Mensal,8,5,10,1,7,10.4,0,6,0
C02022,10,Basic,50.52,Mensal,4,11,2,2,3,1.3,0,2,0
C02023,28,Enterprise,495.63,Anual,102,13,15,2,8,1.1,0,5,0
C02024,14,Enterprise,494.49,Anual,111,10,19,2,4,2.1,0,4,0
C02025,27,Basic,46.64,Anual,3,19,16,3,5,1.5,0,2,0
C02026,7,Pro,141.54,Anual,14,20,3,0,0,3.7,0,0,0
C02027,9,Basic,53.5,Anual,2,22,13,0,1,0.2,0,7,0
C02028,53,Basic,53.59,Mensal,3,8,9,1,6,1.1,0,5,0
C02029,7,Basic,48.99,Bienal,4,17,1,3,8,1.1,0,3,0
C02030,20,Basic,49.69,Anual,2,17,14,2,6,0.0,1,4,0
C02031,20,Enterprise,474.53,Anual,146,13,17,2,8,0.3,0,5,0
C02032,18,Basic,50.57,Bienal,2,8,9,3,8,4.2,0,0,0
C02033,20,Pro,162.11,Mensal,6,11,18,4,8,1.1,1,1,0
C02034,7,Basic,45.25,Anual,1,11,2,3,9,0.1,0,7,0
C02035,10,Basic,50.14,Anual,1,10,17,2,8,3.3,0,0,0
C02036,1,Basic,50.32,Mensal,2,8,13,0,9,2.8,0,0,0
C02037,35,Basic,50.29,Anual,2,11,13,3,4,3.3,0,7,0
C02038,20,Pro,161.24,Mensal,19,12,10,1,4,1.0,1,6,0
C02039,8,Enterprise,549.8,Mensal,79,9,1,1,5,0.8,1,4,1
C02040,7,Basic,48.43,Mensal,4,7,9,4,5,1.8,1,7,0
C02041,29,Enterprise,515.8,Anual,81,15,19,5,7,0.2,0,5,0
C02042,7,Pro,149.63,Anual,15,19,9,3,6,0.2,0,0,0
C02043,8,Pro,144.29,Mensal,11,5,2,3,1,1.2,0,0,0
C02044,5,Basic,49.66,Mensal,4,13,10,1,4,2.7,0,7,0
C02045,23,Basic,50.65,Mensal,1,7,3,3,6,0.9,1,3,0
C02046,27,Pro,150.62,Mensal,16,7,9,0,0,7.2,0,2,1
C02047,11,Pro,142.44,Mensal,13,13,12,1,1,2.0,0,2,0
C02048,27,Basic,47.86,Mensal,3,10,2,3,10,7.8,0,6,0
C02049,17,Pro,145.6,Anual,14,23,9,1,9,1.7,0,6,0
C02050,5,Basic,46.94,Mensal,3,8,10,0,6,2.1,1,4,0
C02051,33,Pro,151.34,Mensal,13,14,15,2,1,2.4,1,3,1
C02052,5,Basic,50.02,Anual,4,19,2,3,2,16.2,0,4,0
C02053,12,Enterprise,523.44,Mensal,80,12,13,2,8,0.6,1,3,0
C02054,11,Basic,46.9,Anual,5,16,12,4,8,0.9,1,2,0
C02055,10,Basic,47.59,Mensal,3,11,1,1,2,0.6,1,1,1
C02056,2,Pro,160.58,Mensal,15,8,3,1,0,1.1,1,3,0
C02057,46,Basic,48.6,Mensal,2,7,13,1,10,5.2,0,3,0
C02058,2,Enterprise,499.75,Mensal,98,5,17,2,7,1.2,0,2,0
C02059,35,Pro,147.7,Bienal,11,14,17,1,7,0.6,1,2,0
C02060,6,Basic,51.78,Anual,3,21,15,2,9,0.5,0,5,0
C02061,8,Basic,51.87,Anual,3,13,17,2,4,7.3,1,6,0
C02062,32,Enterprise,526.77,Mensal,90,8,12,2,1,0.5,0,6,0
C02063,19,Pro,149.2,Bienal,17,15,3,3,0,0.1,0,6,0
C02064,4,Pro,142.5,Mensal,17,5,11,1,10,1.7,1,7,1
C02065,4,Basic,53.72,Mensal,3,2,7,6,6,0.1,0,3,0
C02066,17,Enterprise,520.36,Bienal,130,14,5,4,8,0.9,0,7,0
C02067,5,Basic,47.88,Mensal,3,8,3,1,4,2.6,1,3,0
C02068,19,Pro,159.61,Mensal,30,8,1,2,1,1.1,0,6,0
C02069,21,Basic,47.69,Mensal,3,5,15,2,8,0.5,1,7,0
C02070,7,Basic,52.46,Mensal,4,8,4,1,8,0.6,1,6,0
C02071,9,Enterprise,535.88,Anual,56,11,12,1,8,1.1,0,3,0
C02072,17,Enterprise,476.01,Mensal,124,3,6,3,5,0.2,0,3,1
C02073,7,Basic,50.43,Bienal,2,17,10,2,7,0.5,0,5,0
C02074,14,Enterprise,518.52,Mensal,94,6,8,2,3,1.9,1,7,1
C02075,55,Basic,55.41,Anual,2,15,6,5,2,0.3,0,1,0
C02076,18,Basic,47.18,Anual,3,16,10,2,0,4.8,0,2,0
C02077,10,Basic,52.51,Anual,2,25,15,2,1,0.0,1,3,0
C02078,49,Basic,49.04,Mensal,2,6,10,2,4,0.1,0,6,0
C02079,24,Basic,45.96,Mensal,2,9,16,1,5,1.2,1,1,0
C02080,5,Basic,48.71,Anual,4,6,18,1,4,4.7,0,3,0
C02081,6,Basic,49.01,Anual,3,11,10,1,4,0.5,1,1,0
C02082,3,Pro,141.11,Mensal,7,10,16,3,2,0.3,0,5,0
C02083,17,Pro,151.33,Mensal,21,7,3,0,7,0.4,0,1,0
C02084,2,Pro,156.14,Anual,9,20,11,4,4,6.0,0,0,0
C02085,49,Basic,49.58,Mensal,3,9,9,1,5,0.1,0,3,0
C02086,11,Pro,144.96,Mensal,18,5,1,1,6,3.2,0,0,1
C02087,25,Basic,48.64,Bienal,3,12,18,3,5,5.2,0,2,0
C02088,10,Pro,148.97,Mensal,26,6,15,2,6,1.3,1,7,1
C02089,17,Pro,150.62,Mensal,10,1,12,3,5,0.6,0,6,1
C02090,12,Basic,51.72,Anual,3,16,14,1,4,2.0,0,5,0
C02091,14,Basic,49.67,Mensal,4,8,15,1,5,0.3,1,3,0
C02092,30,Pro,138.55,Mensal,11,5,15,2,7,1.2,0,6,0
C02093,40,Enterprise,484.97,Mensal,56,4,6,2,9,0.6,1,0,0
C02094,38,Pro,150.24,Mensal,13,13,8,0,1,0.4,1,3,0
C02095,72,Enterprise,527.05,Mensal,90,9,7,3,1,3.1,0,3,0
C02096,7,Enterprise,531.38,Anual,34,13,18,3,1,3.0,0,0,0
C02097,18,Basic,53.35,Mensal,3,7,3,0,0,0.8,0,0,0
C02098,8,Pro,149.97,Mensal,6,14,18,2,9,1.6,0,3,0
C02099,29,Basic,50.87,Anual,4,10,7,2,2,1.7,0,1,0
C02100,6,Basic,45.44,Mensal,3,7,15,2,3,0.0,0,7,0
C02101,30,Basic,50.05,Mensal,5,8,4,0,3,1.4,0,1,0
C02102,16,Enterprise,472.17,Mensal,101,11,17,0,9,5.0,0,0,0
C02103,13,Pro,148.53,Mensal,13,7,11,2,6,1.5,0,6,0
C02104,14,Basic,56.42,Mensal,2,8,19,3,1,2.6,0,3,0
C02105,5,Basic,49.74,Mensal,3,6,8,2,9,3.0,0,3,1
C02106,5,Basic,46.88,Anual,2,17,19,2,10,0.4,0,2,0
C02107,16,Pro,152.04,Bienal,22,13,16,4,7,0.4,0,0,0
C02108,16,Enterprise,486.1,Anual,50,14,1,2,5,0.3,0,5,0
C02109,8,Basic,46.65,Mensal,5,6,8,3,10,4.2,0,4,0
C02110,11,Basic,54.15,Anual,4,10,8,0,0,0.3,0,3,0
C02111,19,Pro,156.95,Mensal,13,7,5,3,0,1.1,0,1,1
C02112,7,Basic,49.85,Mensal,5,8,17,3,8,4.2,0,1,0
C02113,2,Basic,48.04,Bienal,2,10,2,1,2,0.9,1,5,0
C02114,36,Basic,48.24,Anual,3,18,5,2,0,0.6,1,0,0
C02115,17,Basic,52.78,Mensal,1,12,5,4,0,1.4,0,7,0
C02116,9,Basic,49.75,Bienal,5,13,8,0,4,1.5,0,4,0
C02117,8,Enterprise,422.08,Mensal,27,7,14,1,7,2.8,1,1,0
C02118,7,Basic,54.93,Mensal,1,4,1,4,4,1.2,1,7,1
C02119,29,Basic,49.45,Mensal,2,8,12,1,4,0.1,0,2,1
C02120,4,Pro,151.56,Mensal,22,11,8,1,1,2.7,1,2,0
C02121,18,Enterprise,526.11,Bienal,110,14,12,1,3,0.0,0,5,0
C02122,18,Basic,50.14,Mensal,3,10,2,2,10,4.1,0,0,0
C02123,23,Basic,50.83,Mensal,4,8,17,1,3,2.0,0,5,0
C02124,10,Pro,145.84,Anual,14,5,11,0,3,0.2,0,2,0
C02125,34,Basic,45.99,Anual,3,14,5,3,9,1.5,0,6,0
C02126,23,Pro,151.09,Bienal,24,17,16,0,0,2.5,0,3,0
C02127,10,Basic,52.51,Bienal,2,12,9,3,0,0.3,0,5,0
C02128,7,Basic,47.41,Bienal,2,16,8,2,9,0.7,0,3,0
C02129,12,Basic,47.22,Anual,3,11,4,3,3,1.4,0,1,0
C02130,9,Pro,158.1,Mensal,19,11,10,2,2,1.2,0,2,0
C02131,6,Basic,47.88,Bienal,3,12,5,2,5,1.9,0,6,0
C02132,14,Basic,47.99,Mensal,4,11,14,1,0,0.3,0,4,1
C02133,11,Basic,48.09,Mensal,2,10,8,2,4,5.1,0,1,1
C02134,39,Pro,148.52,Mensal,15,12,3,3,0,2.2,1,0,0
C02135,9,Basic,45.14,Mensal,3,5,14,2,7,0.7,1,0,0
C02136,7,Pro,144.98,Anual,16,16,17,1,9,1.0,0,6,0
C02137,13,Pro,150.72,Bienal,24,12,16,2,6,0.3,1,7,0
C02138,16,Basic,49.55,Mensal,3,11,10,0,1,1.4,0,4,0
